Query	Candidate	Label
힘내	힘내연	1
힘내	많이 힘내	1
힘내	엥 힘내	1
힘내	간아 힘내	0
힘내	힘내 꼭	1
힘내	힘내랑 파이팅이지	.
힘내	힘내유 힘	1
힘내	힘내란	.
힘내	힘내종구	.
비오는데 우산이 없어요	비가 안와요	0
비오는데 우산이 없어요	비오고 있는데요	0
비오는데 우산이 없어요	밖에 비오지않아요	0
비오는데 우산이 없어요	비온단말은 없어용	0
비오는데 우산이 없어요	비 안와야해요	0
비오는데 우산이 없어요	비올수도 있어요	0
비오는데 우산이 없어요	비가 마니 와서 갈수가 없어요	0
비오는데 우산이 없어요	여기도 비오고 있거든요	0
비오는데 우산이 없어요	비 이젠 안와요	0
비오는데 우산이 없어요	비도 안올거같애요	0
비오는데 우산이 없어요	비가오거든요	0
비오는데 우산이 없어요	비안오는거 같아요	0
비오는데 우산이 없어요	비 그치고 추워진데요	0
비오는데 우산이 없어요	비 거의 안와요 헤헤	0
비오는데 우산이 없어요	비안오 눈데요	0
비오는데 우산이 없어요	비 계속 오죠	0
비오는데 우산이 없어요	비 이제 그쳐서 안와요	0
비오는데 우산이 없어요	비 안올꺼예요	0
비오는데 우산이 없어요	비오는데 넘어져요	0
비오는데 우산이 없어요	살짝 비가 오는거 같아요	0
맛없네요	맛없어요 저	0
맛없네요	먹어보니 맛이 없네요	1
맛없네요	하나도 맛이없네요	1
맛없네요	맛없어요 저도	
맛없네요	잉 맛없어요	
맛없네요	맛없어요 메추리알	
맛없네요	맛많아요	0
맛없네요	되게 맛없어요	1
맛없네요	치즐링맛없어요	
맛없네요	넘 맛없으여	1
맛없네요	대체로 맛 없어요	
맛없네요	맛이 없어요 하하	1
맛없네요	무맛이에요	
맛없네요	그치만 맛이 없어요	1
맛없네요	맛이 없는데요	1
맛없네요	맛없데요	0
맛없네요	맛있지가 않네요	1
맛없네요	넘 맛없지	0
맛없네요	맛이 요상해	0
맛없네요	맛이상해요	0
뭐하고 있어?	뭐 하고 있어?	1
뭐하고 있어?	머하고 있어어?	1
뭐하고 있어?	뭐하고 있?	1
뭐하고 있어?	모하고 있?	1
뭐하고 있어?	뭐하고 있지?	0
뭐하고 있어?	뭐하구 있어?	1
뭐하고 있어?	어 머하고 있어?	1
뭐하고 있어?	후 뭐하고있어?	1
뭐하고 있어?	머하고있어 으?	.
뭐하고 있어?	뭐하고 있으?	1
뭐하고 있어?	뭐하구 있어 어?	1
뭐하고 있어?	모하고있어 으?	1
뭐하고 있어?	큭 머하고이써?	1
뭐하고 있어?	모하고 있어? 지금?	1
뭐하고 있어?	뭐하고 있는가?	1
뭐하고 있어?	지금 뭐하고 있지?	0
뭐하고 있어?	모하고 있나?	1
뭐하고 있어?	뭐 할거 있어? 모하고 있어?	<
뭐하고 있어?	뭐하고 있동?	1
뭐하고 있어?	하고있다 뭐하구있어?	<
토닥토닥	히 토닥토닥	1
토닥토닥	이야 토닥토닥	1
토닥토닥	으으 토닥토닥	1
토닥토닥	애고 토닥토닥	1
토닥토닥	휴우 토닥토닥	1
토닥토닥	휴 토닥토닥	1
토닥토닥	이공 토닥토닥	1
토닥토닥	토닥토닥만	.
토닥토닥	어휴 토닥토닥	1
토닥토닥	토닥 토닥	1
토닥토닥	토닥토닥하죠	0
토닥토닥	아 맘 다잡고 힘을 내어요	0
토닥토닥	소토닥	0
토닥토닥	힘내 코피까지나고	0
토닥토닥	오쿠쿠 토닥토닥	1
토닥토닥	에휴 토닥토닥	1
토닥토닥	우으으 토닥토닥	1
토닥토닥	대견해 토닥토닥	<
토닥토닥	토닥 토닥이	.
토닥토닥	어 토닥 토닥	.
비밀 지켜주실거죠?	비밀지켜줄수있지?	1
비밀 지켜주실거죠?	비밀지킬수있어요?	1
비밀 지켜주실거죠?	비밀이니까 지켜주세요	0
비밀 지켜주실거죠?	모른척할꺼예요?	0
비밀 지켜주실거죠?	모른 척 해도 되요?	0
비밀 지켜주실거죠?	비밀지켜줄거임?	
비밀 지켜주실거죠?	맙소사 비밀은 지키죠	0
비밀 지켜주실거죠?	모른척 하기 있기 없기?	0
비밀 지켜주실거죠?	언젠가 그 비밀 제가 알게되겠죠?	0
비밀 지켜주실거죠?	나중에 아는 척 하기 없기?	0
비밀 지켜주실거죠?	비밀은 지키라고 있는거지?	0
비밀 지켜주실거죠?	세상에 비밀은 없기에	0
비밀 지켜주실거죠?	아는척하지말아요?	0
비밀 지켜주실거죠?	물어보시죠?	0
비밀 지켜주실거죠?	혹시 지지 정당 물어봐도 돼요?	0
비밀 지켜주실거죠?	모른척해도 되죠?	0
비밀 지켜주실거죠?	음 모른척 해줘여겠네요	0
비밀 지켜주실거죠?	모른척 해드릴게요	0
비밀 지켜주실거죠?	궁금증 풀어주시죠?	0
비밀 지켜주실거죠?	비밀만 지켜달라해요	0
왜 자꾸 배가 나올까요?	입맛이랑 어쩜 이리 같아요?	0
왜 자꾸 배가 나올까요?	왜 배가 나온거지요?	0
왜 자꾸 배가 나올까요?	풀을왜먹죠?	0
왜 자꾸 배가 나올까요?	왜 붓는걸까요?	0
왜 자꾸 배가 나올까요?	왜먹지말래요?	0
왜 자꾸 배가 나올까요?	왜요 더먹으면 안되요?	0
왜 자꾸 배가 나올까요?	왜속이는걸까요?	0
왜 자꾸 배가 나올까요?	왜 식충이같아요?	0
왜 자꾸 배가 나올까요?	왜저는 배가 꺼진걸까여	0
왜 자꾸 배가 나올까요?	왜죠? 배가 안고픈데요	0
왜 자꾸 배가 나올까요?	살찔까요?	0
왜 자꾸 배가 나올까요?	왜 배가 불러요	0
왜 자꾸 배가 나올까요?	어째서 배가 안고픈거죠 항상?	0
왜 자꾸 배가 나올까요?	잉 왜입맛이 없을까잉?	0
왜 자꾸 배가 나올까요?	왜 소화 안되여?	0
왜 자꾸 배가 나올까요?	왜입맛이 없지요	0
왜 자꾸 배가 나올까요?	왜 니글거려요	0
왜 자꾸 배가 나올까요?	왜 라면같을걸 먹어요	0
왜 자꾸 배가 나올까요?	왜 배가 안고플까?	0
왜 자꾸 배가 나올까요?	왜이리 속이 허하죠?	0
머리가 지끈거려	머리 지끈거려	1
머리가 지끈거려	머리가 심하게 지끈거려	1
머리가 지끈거려	머리만 좀 지끈거려	<
머리가 지끈거려	머리만 지끈지끈해	<
머리가 지끈거려	머리가 지끈거려여	1
머리가 지끈거려	머리는 좀 아파	
머리가 지끈거려	머리는 조금 아파	
머리가 지끈거려	머리아직두 지끈거려 흑흑	<
머리가 지끈거려	살짝 머리 아픔	
머리가 지끈거려	머리좀 아프	
머리가 지끈거려	머리 아직 좀 아파	
머리가 지끈거려	머리아직도 마니 아파	
머리가 지끈거려	여전히 머리가 아픔	
머리가 지끈거려	머리가 욱신욱신	1
머리가 지끈거려	아 머리 지끈거려	1
머리가 지끈거려	흐 머리 지끈거려	1
머리가 지끈거려	머리 어직 아파	
머리가 지끈거려	머리아프진않아	0
머리가 지끈거려	머리 좀 아프긴해	
몰라요	몰라아요	
몰라요	몰라 여	1
몰라요	몰라요 하	
몰라요	몰라요 이	
몰라요	몰라요 몰라요	1
몰라요	몰라여 몰라요	1
몰라요	몰라요 후	1
몰라요	히 몰라요	
몰라요	몰라요 다	
몰라요	몰라요 전	1
몰라요	몰라요 하하	1
몰라요	몰라요여	
몰라요	몰라 모르겠어요	1
몰라요	몰라요 난	
몰라요	그 대 는 몰라요	
몰라요	모르겠 요	
몰라요	몰라여 뭐에요	
몰라요	음 몰라요 일단	
몰라요	오 몰라요	
몰라요	모르게 어요	
이제 다신 이렇게 술 안마실래요	이제 술끊을거에요	
이제 다신 이렇게 술 안마실래요	진짜 당분간 술끊으려구요	
이제 다신 이렇게 술 안마실래요	이제 술 그렇게 안먹을게요	0
이제 다신 이렇게 술 안마실래요	이제 진짜 더이상 못마셔요	0
이제 다신 이렇게 술 안마실래요	이젠 안마실래요	
이제 다신 이렇게 술 안마실래요	다신술안마실거에요	
이제 다신 이렇게 술 안마실래요	이제 술 안마실거에요	
이제 다신 이렇게 술 안마실래요	이제 술 줌 자제해야할꺼같아요	
이제 다신 이렇게 술 안마실래요	이제는 술많이 안먹을꺼예요	
이제 다신 이렇게 술 안마실래요	이제 그만 마실래요	0
이제 다신 이렇게 술 안마실래요	아 이제 안마셔요	
이제 다신 이렇게 술 안마실래요	다신 술을 안 마셔야겠네요	
이제 다신 이렇게 술 안마실래요	당분간 진짜 술 못 마실듯해요	
이제 다신 이렇게 술 안마실래요	이제 안 마실거에요	
이제 다신 이렇게 술 안마실래요	하아 술 안깨요 속 쓰려	0
이제 다신 이렇게 술 안마실래요	이제 술얘긴 안할거에요	0
이제 다신 이렇게 술 안마실래요	이제 진짜 안마실것	
이제 다신 이렇게 술 안마실래요	이제 술 보기도 싫어요	
이제 다신 이렇게 술 안마실래요	저 술많이 안마셔요	0
이제 다신 이렇게 술 안마실래요	아직도 술취한 기분이예요	0
슬프다	슬프 다	1
슬프다	슬프다 후	1
슬프다	캐슬프다	1
슬프다	슬프다 흑	1
슬프다	진짜 슬프다	1
슬프다	또 슬프다	<
슬프다	슬프다 완전	1
슬프다	슬프네	1
슬프다	슬프다 하아	1
슬프다	슬프다 휴	1
슬프다	아이 슬프다	?
슬프다	내 슬프다	.
슬프다	너무 슬프다 진짜	1
슬프다	쩝 슬프다	1
슬프다	매우 안타깝	0
슬프다	되게 슬픈 말이다	0
슬프다	슬프다 아	1
슬프다	으앙 슬프다	1
슬프다	아 슬프다 너무	1
슬프다	어휴 슬퍼라	1
소화가 잘 안되네요	소화 안되어요	1
소화가 잘 안되네요	요즘 소화너무 안되여	
소화가 잘 안되네요	소화가 안되는느낌이에요	
소화가 잘 안되네요	소화가 잘안되서리	1
소화가 잘 안되네요	소화야 됐는데 영 안넘어가네요	0
소화가 잘 안되네요	소화가 안되여	1
소화가 잘 안되네요	소화도 안되고 이상해요 좀	
소화가 잘 안되네요	아직도 소화가 잘안되는거같아요	1
소화가 잘 안되네요	소화안될것 같아요	0
소화가 잘 안되네요	소화잘안돼요	1
소화가 잘 안되네요	소화가 안된게 아닌거 같아여	0
소화가 잘 안되네요	이까 먹고 소화도 안되여	<
소화가 잘 안되네요	소화되는 느낌이에요	0
소화가 잘 안되네요	속이 안좋네요	
소화가 잘 안되네요	소화도 안돼여	
소화가 잘 안되네요	몸에 안좋게에	0
소화가 잘 안되네요	좀 소화가 잘안되네	1
소화가 잘 안되네요	또 체한것같아요	0
소화가 잘 안되네요	급체한것 같아요	0
소화가 잘 안되네요	엥 소화안되요	
나 내일 잘할 수 있겠지?	나 내일 잘 할 수 있겠지?	1
나 내일 잘할 수 있겠지?	내일 말 잘할수있겠지?	
나 내일 잘할 수 있겠지?	낼은 더 잘해주겠지?	0
나 내일 잘할 수 있겠지?	내일 잘 할 수 있겠어?	0
나 내일 잘할 수 있겠지?	나 잘 할 수 있겠지?	>
나 내일 잘할 수 있겠지?	낼 잘할수있겠지요?	1
나 내일 잘할 수 있겠지?	내일 발표기대해도 되지?	0
나 내일 잘할 수 있겠지?	내일 자신있지?	0
나 내일 잘할 수 있겠지?	나 잘할수있겠지?	>
나 내일 잘할 수 있겠지?	자 잘할 수 있을까?	>
나 내일 잘할 수 있겠지?	내일 더 열심히 하면 되겠지이?	0
나 내일 잘할 수 있겠지?	잘할수있을까아?	>
나 내일 잘할 수 있겠지?	일요일에 잘할수있겠니?	0
나 내일 잘할 수 있겠지?	나 내일 잘할수있게	0
나 내일 잘할 수 있겠지?	내일 수업이 걱정됩니다 잘하겠지?	<
나 내일 잘할 수 있겠지?	우리 잘할수 있겠지?	0
나 내일 잘할 수 있겠지?	내일 보기는 좀 어렵겠지?	0
나 내일 잘할 수 있겠지?	나 월요일부터 잘 생활할수 있으까?	0
나 내일 잘할 수 있겠지?	내일 내 걱정 조금만 해?	0
나 내일 잘할 수 있겠지?	나 잘할수있을까?	>
무서워	무서워 하	
무서워	무서워 이	
무서워	무서워 무서워	
무서워	무서워혀	
무서워	무서워좀	
무서워	무서워 무섭	
무서워	야 무서워	
무서워	무섭버	
무서워	무서워 엄청	
무서워	헹 무서워	1
무서워	아 무서버	1
무서워	무서운 말같아	0
무서워	무서워 너무 무서워	1
무서워	무서 으	
무서워	너무 무서어	
무서워	부리가 무서워	0
무서워	이런대 무서워	
무서워	하이에나들이 무서워	0
무서워	넘넘 무서워	1
다행이다	다행이이다 다	.
다행이다	다행이어	.
다행이다	다행이다행이다	.
다행이다	다행이내	.
다행이다	에 다행이다	1
다행이다	다행이저	.
다행이다	다행이네 후	1
다행이다	다행이다 캐	.
다행이다	엥 다행이다	1
다행이다	다행이고맘	1
다행이다	오오 다행이더	1
다행이다	앗싸 다행이다	1
다행이다	그럼 다행이다 후	1
다행이다	다행이 N	.
다행이다	다행 다행이다	1
다행이다	으하 다행이다	.
다행이다	글도 다행이다	.
다행이다	다행이라	.
다행이다	다행이다 잘 됐다	1
다행이다	요올 다행이다	1
당신이랑 얘기하는거 재밌어요	재밌는 얘기 있어요	0
당신이랑 얘기하는거 재밌어요	다나씨랑 얘기하는것두 재밌어요	1
당신이랑 얘기하는거 재밌어요	아무생각없이 대화하니까 재밌어요	0
당신이랑 얘기하는거 재밌어요	샘이랑 이야기하면 재밌어요	1
당신이랑 얘기하는거 재밌어요	이런 얘기가 재밌지요	0
당신이랑 얘기하는거 재밌어요	재밌어요 선임님 얘기	0
당신이랑 얘기하는거 재밌어요	다 남자 얘기하는거 보면 재밌어요	0
당신이랑 얘기하는거 재밌어요	근데 얘기하는게 너무 재밌어요	
당신이랑 얘기하는거 재밌어요	재밌는 대화해요	0
당신이랑 얘기하는거 재밌어요	우리 심오한 대화해요	0
당신이랑 얘기하는거 재밌어요	이야기들이 재밌어서요	0
당신이랑 얘기하는거 재밌어요	지나씨랑 이야기하는게 더 재미있는걸요	
당신이랑 얘기하는거 재밌어요	카톡하는게 즐거운거 같아요	0
당신이랑 얘기하는거 재밌어요	이야기 하는거 재밌지	
당신이랑 얘기하는거 재밌어요	같이 이야기하는게 잼있어	
당신이랑 얘기하는거 재밌어요	재밌는 얘기 음	0
당신이랑 얘기하는거 재밌어요	뭔가 오랜만에 대화하는것 같아요	0
당신이랑 얘기하는거 재밌어요	재밌는 이야기	0
당신이랑 얘기하는거 재밌어요	재밌는 애에요	0
당신이랑 얘기하는거 재밌어요	이야기하는거 재밌다	>
겨울왕국 봤어?	겨울 왕국 봤어?	1
겨울왕국 봤어?	겨울왕국나왔나?	0
겨울왕국 봤어?	너 근데 겨울왕국 봤어?	1
겨울왕국 봤어?	겨울왕국봄?	1
겨울왕국 봤어?	겨울왕국봤나	1
겨울왕국 봤어?	겨울왕국봤냐	1
겨울왕국 봤어?	겨울왕국봤어요?	1
겨울왕국 봤어?	겨울왕국으로 간거야?	0
겨울왕국 봤어?	아까 겨울왕국봤나	<
겨울왕국 봤어?	바다보고 쿵푸팬더 봤어?	0
겨울왕국 봤어?	변호인 봤어?	0
겨울왕국 봤어?	명량 들어봤어?	0
겨울왕국 봤어?	영화 추격자도 봐써?	0
겨울왕국 봤어?	어제뷰티인사이드 봤어?	0
겨울왕국 봤어?	스틸 앨리스 봤어?	0
겨울왕국 봤어?	이번에 비긴어게인 봤어?	0
겨울왕국 봤어?	동물 사전은 봤어?	0
겨울왕국 봤어?	트와일라잇봤어?	0
겨울왕국 봤어?	겨울왕국 드디어 보네?	0
겨울왕국 봤어?	사운드오브뮤직봤어?	0
알겠어	알겠어 어	1
알겠어	알 았어	1
알겠어	알겠어욘기	.
알겠어	이야 알겠어	1
알겠어	알겠 어	1
알겠어	아어 알겠어	1
알겠어	알겠어 그	.
알겠어	엥 알겠어	1
알겠어	알았었어	0
알겠어	알엤어	.
알겠어	그래 알겠어어	1
알겠어	잉 알았어	1
알겠어	치 그래 알겠어	<
알겠어	으잉 알겠어	1
알겠어	알겠어 하	<
알겠어	그래요 알게 어	.
알겠어	그래 알게 다	.
알겠어	알았어 얼른	.
알겠어	알겠야	.
저 할일 많으니까 방해하지 마세요	방해되겠다 일하세요	0
저 할일 많으니까 방해하지 마세요	방해좀 제발해요	0
저 할일 많으니까 방해하지 마세요	방해 안할께요 집중하세요	0
저 할일 많으니까 방해하지 마세요	맘껏방해해주세요	0
저 할일 많으니까 방해하지 마세요	집중해야되요 방해하지마세요	0
저 할일 많으니까 방해하지 마세요	눈치 안 볼수 있을때 톡하세요	0
저 할일 많으니까 방해하지 마세요	방해 안 할게요 대화 나누세요	0
저 할일 많으니까 방해하지 마세요	방해안할게요 퇴근할때 카톡한번	0
저 할일 많으니까 방해하지 마세요	일해요 방해안할테니	0
저 할일 많으니까 방해하지 마세요	방해나하지마여	>
저 할일 많으니까 방해하지 마세요	바쁘면 톡 답장 안해도 돼요	0
저 할일 많으니까 방해하지 마세요	일에방해하지않을께요	0
저 할일 많으니까 방해하지 마세요	나중에 심심하면 포멧한번 하세요	0
저 할일 많으니까 방해하지 마세요	아 방해 안할게요	0
저 할일 많으니까 방해하지 마세요	이제 방해안할게 열심히 논문쓰세요	0
저 할일 많으니까 방해하지 마세요	그럼 저도 방해되지않게	0
저 할일 많으니까 방해하지 마세요	일하세요 톡하다 다치면 안되요	0
저 할일 많으니까 방해하지 마세요	일 집중하셔야죠	0
저 할일 많으니까 방해하지 마세요	방해해주세요	0
저 할일 많으니까 방해하지 마세요	그럼 방해 안 할테니 공부 하시죠	0
미안해	미안 미안 해	1
미안해	미안해 자꾸	1
미안해	미안 더해	0
미안해	히 미안해	.
미안해	아어 미안해	1
미안해	미안어	.
미안해	미안해받아	.
미안해	그 미안해	.
미안해	후야 미안해	1
미안해	다 미안해	1
미안해	에햐 미안해	1
미안해	미안해 응	.
미안해	미안해 애인	1
미안해	나나 미안해	.
미안해	미안해 내가 나빠서 미안해	<
미안해	하 미안 미안해	1
미안해	참 미안해	1
미안해	나한데 미안해	.
미안해	미안해 나만 됐어도	<
미안해	미안해 케	.
전혀 안 졸려	전혀 안졸리다	1
전혀 안 졸려	안 안졸려	.
전혀 안 졸려	안졸려 완전	1
전혀 안 졸려	은 안졸려	.
전혀 안 졸려	에이 안졸려	1
전혀 안 졸려	사실 별로 안졸려	<
전혀 안 졸려	사실 안졸려	<
전혀 안 졸려	실은 안졸려	<
전혀 안 졸려	전혀 안졸린데	1
전혀 안 졸려	안졸리워	1
전혀 안 졸려	마니 안졸려	
전혀 안 졸려	안직안졸려	
전혀 안 졸려	안 졸려 지고있어	0
전혀 안 졸려	안졸려 지금 맞아	.
전혀 안 졸려	진짜 안 졸려	1
전혀 안 졸려	안졸려려	
전혀 안 졸려	안자도 전혀 안졸려	<
전혀 안 졸려	들떠서 안졸려	<
전혀 안 졸려	안졸려 진짜	1
전혀 안 졸려	와 안졸려	1
싫어요	싫어요 하	1
싫어요	싫은데 싫어요	1
싫어요	싫이요	.
싫어요	싫어요 너무	1
싫어요	어 싫어요	1
싫어요	잉 싫어요	1
싫어요	오 싫어요	1
싫어요	아이 싫어요	1
싫어요	싫어싫어여	1
싫어요	아 싫어요	1
싫어요	으응 싫어요	1
싫어요	싫습니다	1
싫어요	싫 여	.
싫어요	안되요 시시해요	0
싫어요	싫어해요	0
싫어요	싫어요 그것도	<
싫어요	싫어소	.
싫어요	너무 싫어요	.
싫어요	오싫어용	.
싫어요	싫어요 왜요	<
밥 사주세요	밥 사주세여	1
밥 사주세요	점심 사주세요	<
밥 사주세요	저 밥좀 사주세요	1
밥 사주세요	밥 사주세요오	1
밥 사주세요	밥 더주세요	1
밥 사주세요	밥 사주세용	1
밥 사주세요	밥이나 사주세요	1
밥 사주세요	점심 사줘요	<
밥 사주세요	간식 사다주세요	0
밥 사주세요	나중에 밥 사줘요	<
밥 사주세요	티스푼으로 밥줘요	0
밥 사주세요	먹을것좀 주세요	0
밥 사주세요	밥 해주세요	0
밥 사주세요	저녁 사주세용	<
밥 사주세요	쵸콜렛 사줘요	0
밥 사주세요	타코야끼 사 주세요	0
밥 사주세요	밥세개주세여	0
밥 사주세요	저 밥사주세요	1
밥 사주세요	피자갖다주세요	0
밥 사주세요	간식사주세요	0
저 어떤거 같아요?	전 어떤거 같아요?	1
저 어떤거 같아요?	어떤거 같나요?	0
저 어떤거 같아요?	우리는 어떤거 같아요?	0
저 어떤거 같아요?	어떤 거 같아요?	0
저 어떤거 같아요?	본인은 어떤거 같아요?	0
저 어떤거 같아요?	나한텐 어떤거 같아요?	0
저 어떤거 같아요?	나는 어떤거같아여?	1
저 어떤거 같아요?	어떤거같다니요?	0
저 어떤거 같아요?	어떤거 같아요	0
저 어떤거 같아요?	저 어떤거 같은데요	1
저 어떤거 같아요?	어떤 느낌나요?	0
저 어떤거 같아요?	어떤 감이요?	0
저 어떤거 같아요?	어떤 것 같은데요?	0
저 어떤거 같아요?	어떤 느낌이지?	0
저 어떤거 같아요?	지금 어떤느낌이에요?	0
저 어떤거 같아요?	뭐 같아보여요?	0
저 어떤거 같아요?	저는 어떤거같은데요?	1
저 어떤거 같아요?	저 어떤사람인거같아요?	<
저 어떤거 같아요?	어떤 분이죠?	0
저 어떤거 같아요?	아 좀어떤거 같나요	0
괜찮아요	괜찮아요어	.
괜찮아요	괜찮 요	.
괜찮아요	괜찮여요	.
괜찮아요	으 괜찮아요	1
괜찮아요	괜찮이 요	.
괜찮아요	괜찮아요 아	.
괜찮아요	괜찮애요	.
괜찮아요	이야 괜찮아요	1
괜찮아요	괜찮아 괜찮아요	1
괜찮아요	괜 괜찮아 요	1
괜찮아요	괜찮아요 오래해서리	<
괜찮아요	괜찮아요 오빸	1
괜찮아요	괜 괜 차나요	1
괜찮아요	음 다 괜찮아요	
괜찮아요	나 괜찮아요	
괜찮아요	전뭐 괜찮아요	1
괜찮아요	완전 괜찮아요	
괜찮아요	괜찮아요 괜찮아	1
괜찮아요	괜찮아요 히	1
괜찮아요	개안아요	1
거짓말 하지 마	거짓말하 마	.
거짓말 하지 마	거짓말하지말아	1
거짓말 하지 마	거짓말이나 하지마	0
거짓말 하지 마	뻥 거짓말하지 마	1
거짓말 하지 마	거짓말만 하지마	0
거짓말 하지 마	거짓말하지마 마	1
거짓말 하지 마	에이 거짓말하지마	1
거짓말 하지 마	거짓말 치지 마	1
거짓말 하지 마	거짓말흐지마	.
거짓말 하지 마	에이 거짓마	.
거짓말 하지 마	뻥 좀 치지마	1
거짓말 하지 마	거짓말 지마	.
거짓말 하지 마	나한테 거짓말하지마라	1
거짓말 하지 마	자꾸뻥치지마	
거짓말 하지 마	진짜 뻥치지마	1
거짓말 하지 마	거짓말해지마	.
거짓말 하지 마	거짓말라지마	.
거짓말 하지 마	뻥치지마 나한테	1
거짓말 하지 마	거짓말하지좀마	1
바빠요?	어 바빠요?	1
바빠요?	구앙 바빠요?	.
바빠요?	지긍도 바빠요?	
바빠요?	아롱 바빠요?	.
바빠요?	헐왱 바빠요?	
바빠요?	히 바빠여?	1
바빠요?	아주 바빠요?	
바빠요?	또 바빠요?	
바빠요?	일이 바빠요?	
바빠요?	계속 바빠요?	
바빠요?	오늘 바빠요?	
바빠요?	잌 바빠요?	1
바빠요?	또 바빠여?	
바빠요?	일 마니 바빠요?	<
바빠요?	일이 바빠용?	
바빠요?	바쁘시유?	1
바빠요?	안 바빠요?	
바빠요?	지금 바빠영?	1
바빠요?	엄청 바빠요?	
바빠요?	많이 안 바빠요?	
밤에 맥주 한잔 마셔야겠네요	맥주 한잔 먹어야겠어요	>
밤에 맥주 한잔 마셔야겠네요	오늘은 맥주나 마셔야겠어요	>
밤에 맥주 한잔 마셔야겠네요	한잔만 마셔야겠네요	
밤에 맥주 한잔 마셔야겠네요	오늘 술을 마셔야 겠어요	>
밤에 맥주 한잔 마셔야겠네요	술은복분자만마셔야겠군요	0
밤에 맥주 한잔 마셔야겠네요	커피도 한잔 마셔야겠어요	0
밤에 맥주 한잔 마셔야겠네요	집에서 한잔해야겠네요	0
밤에 맥주 한잔 마셔야겠네요	한잔해야겠네요	
밤에 맥주 한잔 마셔야겠네요	담에 한잔 해야겠네요	0
밤에 맥주 한잔 마셔야겠네요	내일 소주좀 마셔야겠어요	0
밤에 맥주 한잔 마셔야겠네요	저도 맥주먹어야겠어요	
밤에 맥주 한잔 마셔야겠네요	내 술도 한잔 곁들이고 있어요	0
밤에 맥주 한잔 마셔야겠네요	그쳐 한잔 마셔야겠네요	
밤에 맥주 한잔 마셔야겠네요	술을 더 마셔야겠네요	
밤에 맥주 한잔 마셔야겠네요	뭐 마시긴 해야겠네요	
밤에 맥주 한잔 마셔야겠네요	한잔은 해야겠어요	
밤에 맥주 한잔 마셔야겠네요	네 커피 한잔 더 마셔야 겠어요	0
밤에 맥주 한잔 마셔야겠네요	전 맥주 한잔만 주면 되요	0
밤에 맥주 한잔 마셔야겠네요	술한잔 해야겠네요	>
밤에 맥주 한잔 마셔야겠네요	아 그냥 오늘 술 마셔야 겠네요	0
그래요?	그래 요?	1
그래요?	그 그래요?	
그래요?	? 그래요?	1
그래요?	그래? 그래요?	.
그래요?	어 그래요?	1
그래요?	응 그래요?	.
그래요?	그래요? 그래요?	.
그래요?	으응 그래요?	1
그래요?	그래요? 나	.
그래요?	으응? 그래요?	1
그래요?	그래요? 그런데요?	
그래요?	음 그래여?	1
그래요?	아 그래 요?	1
그래요?	응? 그그래요?	1
그래요?	앗 그래여?	1
그래요?	아? 그래요?	1
그래요?	그래여 여?	.
그래요?	그러내요?	.
그래요?	오호 그래요?	1
그래요?	그래요 또?	?
출근 안하고 그냥 쉬고싶네요	주말에 출근은 안하고 싶네요	0
출근 안하고 그냥 쉬고싶네요	출근하면 심심해요	0
출근 안하고 그냥 쉬고싶네요	출근하면 힘들어요	0
출근 안하고 그냥 쉬고싶네요	출근 전날은 힘들어요	0
출근 안하고 그냥 쉬고싶네요	회사출근은 쉬엄쉬엄할 수 가 없답니당	0
출근 안하고 그냥 쉬고싶네요	주말출근 또 해야 되는게 좀 귀찮아요	0
출근 안하고 그냥 쉬고싶네요	출근하기 싫구만요	
출근 안하고 그냥 쉬고싶네요	아 출근 안하고 더 쉬고싶다	
출근 안하고 그냥 쉬고싶네요	이틀쉬다 나오니까 일하기가 싫네요	
출근 안하고 그냥 쉬고싶네요	일하기가 싫네요	
출근 안하고 그냥 쉬고싶네요	출근하기가 너무 싫네요	
출근 안하고 그냥 쉬고싶네요	하루 종일 일해요	0
출근 안하고 그냥 쉬고싶네요	음 출근해서 할게 무진장많네요	0
출근 안하고 그냥 쉬고싶네요	아무래도 출근할지싶어요	
출근 안하고 그냥 쉬고싶네요	하루는 쉬었다가 출근해야죠	0
출근 안하고 그냥 쉬고싶네요	쉬는날이지만 쉬진 못해요	0
출근 안하고 그냥 쉬고싶네요	주말이라 일도 할게없네요	0
출근 안하고 그냥 쉬고싶네요	출근합니다 여간 힘든게 아니네요	0
출근 안하고 그냥 쉬고싶네요	출근하면 일단 정신 없어요	0
출근 안하고 그냥 쉬고싶네요	오전엔 저두 일좀 해야해요	0
수고하셨어요	수고하셨어요 요	1
수고하셨어요	수고 하셨어여	1
수고하셨어요	수고 하시었어요	1
수고하셨어요	으으 수고하셨어요	1
수고하셨어요	잉 수고하셨어요	1
수고하셨어요	왕 수고하셨어요	1
수고하셨어요	수고하셨음요	1
수고하셨어요	수고하셨아요	1
수고하셨어요	수고하셨어요 완전	1
수고하셨어요	워 수고하셨어여	1
수고하셨어요	아이고 수고 했어요	1
수고하셨어요	와 수고 하셨어요	1
수고하셨어요	진짜 수고많으셨습니다	1
수고하셨어요	제일 고생하셨습니다	0
수고하셨어요	고생했어요 하하	1
수고하셨어요	고생했어요 쌤	1
수고하셨어요	효 고생하셨어요	.
수고하셨어요	수고하셨어요 짝짝	1
수고하셨어요	고생해셨어요	1
수고하셨어요	수고하고 고생하셨어요	1
대박	이 대박	.
대박	억 대박	1
